"Permit.Number","Permit.Type","Status","Date.Issued","Sub.Type","Property.Address","Valuation","APN","Contractor.s.Name","Contractor.s.Address","Work.Description"
"B2020-02017","Building Permit","Finaled","7/14/2020","Residential | Alteration | 0","1248 BURNETT St,
BERKELEY, CA 94702","9425","53162804200","EF CONSTRUCTION INC","851 TRESTLE GLEN RD, OAKLAND, CA,
CA94610-2317","Seismic retrofit all four walls of crawl space, using plan
set A for EBB program"
"B2020-02018","Building Permit","Finaled","7/22/2020","Residential | Alteration | 1","1336 SPRUCE St, BERKELEY, CA 94709","40000","60246605600","A Y ENGINEERING","18 NORTH HILL CT, OAKLAND, CA, CA94618","Voluntary foundation repair and underpinning, and replacement of post & footings.  Property in Fire Zone 2."
"B2020-02020","Building Permit","Finaled","7/7/2020","Residential | Alteration | 0","2617 PARKER St, BERKELEY,
CA 94704","0","55184301300","ALBERT NAHMAN
PLUMBING","3333 MARTIN LUTHER KING JR WAY,
BERKELEY, CA, CA94703","Tank less water heater install."
"B2020-02022","Building Permit","Finaled","7/10/2020","Residential | Alteration | 0","3111 DEAKIN St, BERKELEY,
CA 94705","0","52155700600","ALBERT NAHMAN
PLUMBING","3333 MARTIN LUTHER KING JR WAY,
BERKELEY, CA, CA94703","Exterior tank less water heater."
"B2020-02031","Building Permit","Issued","7/14/2020","Residential | Alteration | 0","1393 CURTIS St, BERKELEY, CA 94702","8225","60239105100","EF CONSTRUCTION INC","851 TRESTLE GLEN RD, OAKLAND, CA, CA94610-2317","Seismic retrofit all four walls of crawl space using Plan Set A. In accordance with CBC Chapter A3 for the Earthquake Brace & Bolt Program. Qualifies for
Transfer Tax Rebate."
"B2020-02032","Building Permit","Issued","7/24/2020","Residential | Alteration | 0","1476 GREENWOOD Ter,
BERKELEY, CA 94708","16000","58224400300","MESSERI AVI","4118 21ST STREET, SAN FRANCISCO, CA, CA94114","Remove old shingles on all four sides of the residence to sheathing and add 5/8 Dens-glass and new red cedar
shingles. Fire Zone 2 property."
"B2020-02033","Building Permit","Issued","7/14/2020","Residential | Alteration | 0","1111 COWPER St,
BERKELEY, CA 94702","8225","56198201500","EF CONSTRUCTION INC","851 TRESTLE GLEN RD, OAKLAND, CA,
CA94610-2317","Seismic retrofit all four walls of crawl space using Plan
Set A for EBB program."
"B2020-02037","Building Permit","Issued","7/23/2020","Residential | Alteration | 0","1076 CRAGMONT Ave,
BERKELEY, CA 94708","24000","63298702602","WILSON PLUMBING INC","436 VISTA WAY, MARTINEZ, CA, CA94553","Bathroom remodel, no added square footage, no structural work. Replace
(E) bathroom window “in-kind”; replacement window to have U-factor 0.32
min.  Fire zone 2"
"B2020-02037","Building Permit","Issued","7/23/2020","Residential | Alteration | 0","1076 CRAGMONT Ave,
BERKELEY, CA 94708","24000","63298702602","GARCIA AND SON ELECTRIC","2909 ELLIS ST, BERKELEY, CA, CA94703","Bathroom remodel, no added square footage, no structural work. Replace
(E) bathroom window “in-kind”; replacement window to have U-factor 0.32
min.  Fire zone 2"
"B2020-02043","Building Permit","Finaled","7/13/2020","Residential | Alteration | 0","2538 DURANT Ave,
BERKELEY, CA 94704","0","55187602000","HUSTON GENERAL
CONTRACTING INC","110 SPAULDING ST UNIT B, SAN
ANSELMO, CA, CA94960-1907","Provide earthquake shut-off valves to existing gas
meters."
"B2020-02049","Building Permit","Issued","7/29/2020","Residential | Alteration | 0","1036 CARLETON St,
BERKELEY, CA 94710","0","54174400500","SOLAR TECHNOLOGIES","705 N BRANCIFORTE AVE, SANTA CRUZ,
CA, CA95062-1025","Install 3.84 KW PV solar panels (12 modules) on the
roof."
"B2020-02050","Building Permit","Issued","7/13/2020","Residential | Alteration | 0","1842 THOUSAND OAKS Blvd,
BERKELEY, CA 94707","0","62289902300","SOLAR TECHNOLOGIES","705 N BRANCIFORTE AVE, SANTA CRUZ,
CA, CA95062-1025","Install 3.85 KW PV solar panels (11 modules) on the
roof. Fire Zone 2 Property."
"B2020-02055","Building Permit","Issued","7/17/2020","Residential | Alteration | 0","2027 FRANCISCO St,
BERKELEY, CA 94709","0","58217501100","","","upgrading to 200 amps circuit board."
"B2020-02057","Building Permit","Finaled","7/27/2020","Residential | Alteration | 1","2360 WEST St, BERKELEY,
CA 94702","500","56192203300","","","Add skylight fit between rafters in attic construction for
B2020-01784 Velux 2246 fixed curb mounted."
"B2020-02058","Building Permit","Issued","7/9/2020","Residential | Alteration | 0","2070 EMERSON St C, BERKELEY, CA 94703","0","53159302500","PAYLESS WATER HEATERS & PLUMBING
INC","27919 SMYTH DR, VALENCIA, CA, CA91355","Replace 30 Gallon water heater in same location."
"B2020-02059","Building Permit","Finaled","7/9/2020","Residential | Alteration | 0","1902 VIRGINIA St 1,
BERKELEY, CA 94709","0","58217002000","OLDTOWN ELECTRICAL","1940 CARLSON BLVD, RICHMOND, CA, CA94804-5262","Install new sub panel at new location including sub feed and remove fuse box plus pick up (6) existing circuits in
Unit #1."
"B2020-02060","Building Permit","Issued","7/21/2020","Residential | Alteration | 0","1343 KAINS Ave, BERKELEY, CA 94702","35824.00","60240301900","RENEWAL BY ANDERSEN OF SAN FRA","30800 SANTANA STREET, HAYWARD, CA, CA94544","Remove & replace windows, same sizes & locations."
"B2020-02061","Building Permit","Finaled","7/21/2020","Residential | Alteration | 0","3099 DEAKIN St, BERKELEY,
CA 94705","0","52157601600","REGAL SOLAR ELECTRIC
INC","5020 PACHECO BLVD, MARTINEZ, CA,
CA94553-4327","Install 4.8 KW PV solar panels (15 modules) on the
roof."
"B2020-02062","Building Permit","Issued","7/21/2020","Residential | Alteration | 0","1741 BLAKE St, BERKELEY, CA 94703","6025.00","54180700600","RENEWAL BY ANDERSEN OF SAN FRA","30800 SANTANA STREET, HAYWARD, CA, CA94544","Remove & replace three (3) kitchen windows, same sizes & locations."
"B2020-02065","Building Permit","Finaled","7/13/2020","Residential | Alteration | 0","1605 BANCROFT Way,
BERKELEY, CA 94703","15000","56200702401","DAN CONSTRUCTION","3000 SANTA PAULA DR, CONCORD, CA,
CA94518-2819","Bathroom remodel and piping upgrade"
"B2020-02067","Building Permit","Finaled","7/14/2020","Residential | Alteration | 0","1815 CURTIS St, BERKELEY,
CA 94702","0","57208202301","A 1 SUN INC","2015 YOLO AVE, BERKELEY, CA, CA94707-
2615","Install 4.5 KW PV solar panels (12 modules) on the
roof."
"B2020-02068","Building Permit","Issued","7/15/2020","Residential | Alteration | 0","2528 HAWTHORNE Ter,
BERKELEY, CA 94708","5000","58224700300","","","Dry rot and termite damage repair to exterior.  Fire zone
2"
"B2020-02070","Building Permit","Finaled","7/15/2020","Residential | Alteration | 0","1394 HENRY St, BERKELEY, CA 94709","0","60245306000","WINFIELD CONSTRUCTION CO","1096 YERBA BUENA AVE, EMERYVILLE, CA, CA94608","Remove & install drainage on Left side with new sump
pump to discharge on curb on Henry St. (See P2020- 00680 for concrete permit)"
"B2020-02072","Building Permit","Finaled","7/16/2020","Residential | Alteration | 0","946 HILLDALE Ave,
BERKELEY, CA 94708","0","63297102500","HIGH DEFINITION SOLAR","1190 BURNETT AVE STE F, CONCORD,
CA, CA94520-5612","Install 2.24 KW PV solar panels (7 modules) on the
roof. Fire Zone 2 Property."
"B2020-02073","Building Permit","Issued","7/15/2020","Mixed Use | Alteration | 0","2012 BERKELEY Way,
BERKELEY, CA 94704","0","57205302201","POWER PLUS!","5500 E LA PALMA AVE, ANAHEIM, CA,
CA92807-2108","Providing 200 Amp temporary power pole for permit
#B2019-0386."
"B2020-02074","Building Permit","Issued","7/14/2020","Residential | Alteration | 0","851 EUCLID Ave, BERKELEY, CA 94708","0","63296202900","TESLA ENERGY OPERATIONS","901 PAGE AVE, FREMONT, CA, CA94538-
7341","Install (3) New energy storage systems w/ (N) 125A load center & (N) 200A internal busbar.  Property in Fire
Zone 2."
"B2020-02077","Building Permit","Issued","7/23/2020","Residential | Alteration | 0","1817 CHESTNUT St,
BERKELEY, CA 94702","18750.00","57208002000","","","Remove & replace windows, same sizes & locations."
"B2020-02083","Building Permit","Issued","7/15/2020","Residential | Alteration | 0","1621 POSEN Ave, BERKELEY,
CA 94707","21000","61260702400","","","Kitchen Remodel, remove non-bearing wall between
kitchen and mudroom"
"B2020-02087","Building Permit","Finaled","7/27/2020","Residential | Alteration | 1","1416 TENTH St, BERKELEY,
CA 94710","12750.00","59233300400","","","Voluntary seismic retrofit"
"B2020-02092","Building Permit","Finaled","7/23/2020","Residential | Alteration | 0","1402 SPRING Way,
BERKELEY, CA 94708","38000","59225305601","PROMODELING INC","10567 SAN PABLO AVE, EL CERRITO, CA,
CA94530-2808","Bathroom remodel and expansion.  Fire zone 2"
"B2020-02098","Building Permit","Issued","7/13/2020","Residential | Alteration | 0","1917 VIRGINIA St, BERKELEY,
CA 94709","0","58217101800","","","Housing case violation - Correct B-Vent to demonstrate
compliance"
"B2020-02099","Building Permit","Issued","7/13/2020","Residential | Alteration | 0","1722 MCGEE Ave,
BERKELEY, CA 94703","0","58215700201","BERKELEY ELECTRIC INC","909 CAMELIA ST, BERKELEY, CA, CA94710","200Amp main panel upgrade with sub panel directly next to main panel for AFCI/GFCI space. Install (6) each hardwired smoke detectors and remediate hazardous knob & tube wiring by fishing methods.
Subject to field inspection."
"B2020-02104","Building Permit","Issued","7/16/2020","Residential | Alteration | 0","3108 DEAKIN St, BERKELEY,
CA 94705","0","52155600300","YOUR ENERGY
SOLUTIONS","6979 SIERRA CT, DUBLIN, CA, CA94568-
2641","Install 6.4 KW PV solar panels (16 modules) on the
roof."
"B2020-02105","Building Permit","Issued","7/14/2020","Residential | Alteration | 0","1456 CAMPUS Dr, BERKELEY, CA 94708","0","60247801800","SUNRUN INSTALLATION SERVICES, INC","225 BUSH STREET STE 1400, SAN FRANCISCO, CA, CA94104","Install 4.8 KW PV solar panels (20 modules) on the roof with a new 225 AMP subpanel, 13.5 KW Energy Storage System & 200 AMP Battery Backup. Fire Zone
2 Property."
"B2020-02109","Building Permit","Issued","7/23/2020","Residential | Alteration | 1","66 HILLCREST Rd,
BERKELEY, CA 94705","60000","64429501600","MUELLER NICHOLLS INC","2400 UNION ST, OAKLAND, CA, CA94607","Voluntary seismic upgrade - adding sheathing to interior face of framing along a portion of the north (side) and west (rear) walls.  Property in Fire Zone 2."
"B2020-02112","Building Permit","Finaled","7/15/2020","Residential | Alteration | 0","1448 NEILSON St, BERKELEY,
CA 94702","0","60239103100","BLUE ELECTRIC","1600 MILVIA ST, BERKELEY, CA, CA94709","Upgrade panel to 200A service"
"B2020-02118","Building Permit","Finaled","7/22/2020","Residential | Alteration | 0","1734 HEARST Ave 1,
BERKELEY, CA 94703","5000","57206204800","VAUGHAN SAM","1721 HOPKINS ST, BERKELEY, CA,
CA94707-2714","Repair/replace dry rotted decking and posts on east
side of porch."
"B2020-02120","Building Permit","Finaled","7/16/2020","Residential | Alteration | 0","920 OXFORD St, BERKELEY, CA 94707","6250.00","61258701003","WINFIELD CONSTRUCTION CO","1096 YERBA BUENA AVE, EMERYVILLE, CA, CA94608","Termite Repair per Report #200642, Dated March 24, 2020, Item #s 3A & 3B. Remove & replace decking. Fire
Zone 2 Property."
"B2020-02121","Building Permit","Issued","7/16/2020","Residential | Alteration | 0","1139 OXFORD St, BERKELEY, CA 94707","52200","61255703700","MONTCLAIR
CONSTRUCTION & STRUC","3871 PIEDMONT AVE, PIEDMONT, CA, CA94611","Sister foundation, ledger installation and right side cripple wall framing. Property in Fire Zone 2."
"B2020-02124","Building Permit","Finaled","7/20/2020","Residential | Alteration | 0","54 HILLCREST Rd,
BERKELEY, CA 94705","5000","64429501400","EAST BAY STRUCTURAL & TERMITE CO","BURTON, OAKLAND, CA, CA94608","In kind stucco dry rot repairs to wall on right side of property. Item 6D of
termite report #200601.  Fire zone 2"
"B2020-02129","Building Permit","Issued","7/14/2020","Residential | Alteration | 0","2823 CHERRY St, BERKELEY, CA 94705","0","53169701400","GUERRERO ELECTRIC INC","2127 6TH STREET, BERKELEY, CA, CA94710","Upgrade main service electric panel to 225 Amps with two meters for addresses 2823 #1 and 2823 #2 Cherry
St."
"B2020-02133","Building Permit","Issued","7/20/2020","Residential | Alteration | 0","1311 WARD St, BERKELEY,
CA 94702","0","54173901500","ELECTRICAL
INSTALLATIONS","2830 HUMBOLDT AVE, OAKLAND, CA,
CA94602-3649","200 Amp main service upgrade."
"B2020-02136","Building Permit","Issued","7/15/2020","Residential | Alteration | 0","1991 MARIN Ave, BERKELEY, CA 94707","0","61257400200","H2 CONSTRUCTION INC","2120 PLACER DR, SAN LEANDRO, CA, CA94578-1341","Replace existing gas and electrical meter with dual
meter to service 1991 Marin and new ADU under construction."
"B2020-02137","Building Permit","Issued","7/17/2020","Residential | Alteration | 0","668 NEILSON St, BERKELEY,
CA 94707","6000","62286001300","URBAN VISIONS","4602 BROOKDALE AVE, OAKLAND, CA,
CA94619-2588","Remove existing roof and install new plywood sheathing
and new asphalt comp shingle roof."
"B2020-02138","Building Permit","Issued","7/17/2020","Residential | Alteration | 0","668 NEILSON St, BERKELEY, CA 94707","24000","62286001300","URBAN VISIONS","4602 BROOKDALE AVE, OAKLAND, CA, CA94619-2588","Remove knob & tube, rewire attic and insulate attic, replumb water supply including on-demand WH and main, replace kitchen hood and stovepipe ducts,
associated repairs."
"B2020-02146","Building Permit","Finaled","7/27/2020","Residential | Alteration | 0","1621 CARLETON St,
BERKELEY, CA 94703","0","54180401201","ALBERT NAHMAN
PLUMBING","3333 MARTIN LUTHER KING JR WAY,
BERKELEY, CA, CA94703","Water Service Replacement"
"B2020-02148","Building Permit","Issued","7/16/2020","Residential | Alteration | 0","2808 ASHBY Ave, BERKELEY,
CA 94705","0","52156602900","FIGHTING AMISH
ELECTRIC","2339 HOWE STREET, BERKELEY, CA,
CA94705","200-AMP service upgrade and 125-AMP sub-panel."
"B2020-02150","Building Permit","Issued","7/24/2020","Residential | Alteration | 0","1256 SIXTY-SEVENTH St,
BERKELEY, CA 94702","35000","52145400100","JIM GARDNER
CONSTRUCTION INC","3871 PIEDMONT AVE STE 13, PIEDMONT,
CA, CA946115378","Foundation Replacement"
"B2020-02157","Building Permit","Finaled","7/24/2020","Residential | Alteration | 0","1639 TENTH St, BERKELEY,
CA 94710","7894.00","58212802000","ADVANCED BUILDING
SERVICES INC","P.O. BOX 11144, PIEDMONT, CA,
CA946110144","Plan Set A - Seismic For Transfer Tax Rebate."
"B2020-02158","Building Permit","Issued","7/29/2020","Residential | Alteration | 0","1501 SUMMIT Rd, BERKELEY,
CA 94708","0","60249202600","SOLAR TECHNOLOGIES","705 N BRANCIFORTE AVE, SANTA CRUZ,
CA, CA95062-1025","Upgrade main service panel from 125 AMPs to 200
AMPs."
"B2020-02160","Building Permit","Issued","7/28/2020","Residential | Alteration | 0","59 NORTHGATE Ave,
BERKELEY, CA 94708","0","60246903100","SOLAR TECHNOLOGIES","705 N BRANCIFORTE AVE, SANTA CRUZ,
CA, CA95062-1025","Upgrade main service panel from 125 AMPs to 200
AMPs."
"B2020-02170","Building Permit","Finaled","7/23/2020","Residential | Alteration | 0","1137 HEARST Ave D,
BERKELEY, CA 94702","5000","57208601701","TOTAL WORKS CORP","130 DOOLITTLE DR STE 15, SAN
LEANDRO, CA, CA94577-1033","Install new bathroom fan in Unit D."
"B2020-02175","Building Permit","Finaled","7/21/2020","Residential | Alteration | 0","2807 PIEDMONT Ave,
BERKELEY, CA 94705","0","53169802200","AMERICAN AIR
CONDITIONING CO","2799 MILLER ST, SAN LEANDRO, CA,
CA94577","Run new low pressure gas line to new PG&E meter
location for safety reasons."
"B2020-02177","Building Permit","Issued","7/16/2020","Residential | Alteration | 0","2742 MATHEWS St,
BERKELEY, CA 94702","0","54174204200","SOLAR TECHNOLOGIES","705 N BRANCIFORTE AVE, SANTA CRUZ,
CA, CA95062-1025","Upgrade main service panel to 200 AMPs."
"B2020-02179","Building Permit","Issued","7/29/2020","Residential | Alteration | 1","2351 VIRGINIA St, BERKELEY, CA 94709","25000","58218701500","CARR CUSTOM BUILDERS","","In-kind replacement of entry stairwell to property. Replace 2 wall sconces and add step lighting.  Fire
zone 2"
"B2020-02180","Building Permit","Finaled","7/29/2020","Residential | Alteration | 0","2322 WARD St, BERKELEY,
CA 94705","0","54171602700","A 1 SUN INC","2015 YOLO AVE, BERKELEY, CA, CA94707-
2615","Install 4.5 KW PV solar panels (12 modules) on the
roof."
"B2020-02199","Building Permit","Finaled","7/23/2020","Residential | Alteration | 0","1611 STANNAGE Ave,
BERKELEY, CA 94702","0","59228903900","","","Move and upgrade electrical service panel from 100 to
200 Amps"
"B2020-02200","Building Permit","Finaled","7/20/2020","Residential | Alteration | 0","1125 CHAUCER St,
BERKELEY, CA 94702","17820.40","56192601000","1 N DONE ROOFING SERVICES INC","12277 KIMBERLY RD, MARYSVILLE, CA, CA95901-8703","13 SQUARES OC TRUDEF DURATION COMPOSITE SHINGLES, COLOR: ONYX BLACK. REPAIR DRYROT ROOF DECK AS NEEDED (EST. 1600 SQ.FT.)"
"B2020-02207","Building Permit","Issued","7/27/2020","Residential | Alteration | 1","702 SPRUCE St, BERKELEY, CA 94707","65378","62291403200","ALWARD CONSTRUCTION","1035 CARLETON STREET, BERKELEY, CA, CA94710","Like & kind window replacement of three (3) windows and the installation of an electric fireplace insert.
Property in Fire Zone 2."
"B2020-02208","Building Permit","Finaled","7/21/2020","Residential | Alteration | 0","2822 MATHEWS St,
BERKELEY, CA 94702","0","53166301200","AMERICAN AIR
CONDITIONING CO","2799 MILLER ST, SAN LEANDRO, CA,
CA94577","Run new low pressure gas line to new PG&E meter
location for safety reasons."
"B2020-02209","Building Permit","Finaled","7/21/2020","Residential | Alteration | 0","2821 MATHEWS St,
BERKELEY, CA 94702","0","53166401800","AMERICAN AIR
CONDITIONING CO","2799 MILLER ST, SAN LEANDRO, CA,
CA94577","Run new low pressure gas line to new PG&E meter
location for safety reasons."
"B2020-02210","Building Permit","Finaled","7/21/2020","Residential | Alteration | 0","2748 MATHEWS St,
BERKELEY, CA 94702","0","54174204500","AMERICAN AIR
CONDITIONING CO","2799 MILLER ST, SAN LEANDRO, CA,
CA94577","Run new low pressure gas line to new PG&E meter
location for safety reasons."
"B2020-02211","Building Permit","Finaled","7/21/2020","Residential | Alteration | 0","2758 MATHEWS St,
BERKELEY, CA 94702","0","54174204800","AMERICAN AIR
CONDITIONING CO","2799 MILLER ST, SAN LEANDRO, CA,
CA94577","Run new low pressure gas line to new PG&E meter
location for safety reasons."
"B2020-02212","Building Permit","Issued","7/21/2020","Residential | Alteration | 0","2764 MATHEWS St,
BERKELEY, CA 94702","0","54174205000","AMERICAN AIR
CONDITIONING CO","2799 MILLER ST, SAN LEANDRO, CA,
CA94577","Run new low pressure gas line to new PG&E meter
location for safety reasons."
"B2020-02213","Building Permit","Finaled","7/21/2020","Residential | Alteration | 0","2779 MATHEWS St,
BERKELEY, CA 94702","0","54174209400","AMERICAN AIR
CONDITIONING CO","2799 MILLER ST, SAN LEANDRO, CA,
CA94577","Run new low pressure gas line to new PG&E meter
location for safety reasons."
"B2020-02214","Building Permit","Issued","7/21/2020","Residential | Alteration | 0","2814 MATHEWS St,
BERKELEY, CA 94702","0","53166300900","AMERICAN AIR
CONDITIONING CO","2799 MILLER ST, SAN LEANDRO, CA,
CA94577","Run new low pressure gas line to new PG&E meter
location for safety reasons."
"B2020-02217","Building Permit","Issued","7/23/2020","Residential | Alteration | 0","1000 KEELER Ave,
BERKELEY, CA 94708","0","63297700800","","","Temp power pole for B2019-01619"
"B2020-02223","Building Permit","Finaled","7/21/2020","Residential | Alteration | 0","1729 CHANNING Way,
BERKELEY, CA 94703","0","55190502200","GREEN EAGLE PLUMBING","1965 ASCOT DR APT 1, MORAGA, CA, CA94556-1429","Replace the old existing galvanized water pipes with
new copper.  Run new water service line from the meter to the house."
"B2020-02224","Building Permit","Issued","7/27/2020","Residential | Alteration | 0","1462 CURTIS St, BERKELEY,
CA 94702","20000","60239203800","","","Remove and replace entire foundation & voluntary
seismic per plan set ""A"" for transfer tax rebate."
"B2020-02234","Building Permit","Finaled","7/29/2020","Residential | Alteration | 0","134 PARKSIDE Dr,
BERKELEY, CA 94705","0","64424400600","A 1 SUN INC","2015 YOLO AVE, BERKELEY, CA, CA94707-
2615","Install 8.0 KW PV solar panels (20 modules) on the
roof. Fire Zone 2 Property."
"B2020-02238","Building Permit","Issued","7/28/2020","Residential | Alteration | 0","1178 EUCLID Ave 3,
BERKELEY, CA 94708","8181.00","61255105900","RENEWAL BY ANDERSEN OF SAN FRA","30800 SANTANA STREET, HAYWARD, CA, CA94544","Remove & replace one (1) livingroom and one (1)
kitchen window, same sizes & locations. Fire Zone 2 Property."
"B2020-02242","Building Permit","Issued","7/27/2020","Residential | Alteration | 0","1817 SAN PEDRO Ave, BERKELEY, CA 94707","72500","62288701900","ALWARD CONSTRUCTION","1035 CARLETON STREET, BERKELEY, CA, CA94710","Remodel hall bath w/new fixtures & finishes within existing envelope.Ref P2020-00736 for sewer lateral
compliance.  Fire zone 2"
"B2020-02250","Building Permit","Finaled","7/27/2020","Commercial | Alteration | 0","2116 SHATTUCK Ave,
BERKELEY, CA 94704","0","57202300200","ALBERT NAHMAN
PLUMBING","3333 MARTIN LUTHER KING JR WAY,
BERKELEY, CA, CA94703","Water heater installation"
"B2020-02251","Building Permit","Finaled","7/29/2020","Residential | Alteration | 0","1797 MADERA St, BERKELEY,
CA 94707","0","61261500200","A 1 SUN INC","2015 YOLO AVE, BERKELEY, CA, CA94707-
2615","Install 3.72 KW PV solar panels (12 modules) on the
roof."
"B2020-02263","Building Permit","Issued","7/28/2020","Residential | Alteration | 1","2306 CALIFORNIA St,
BERKELEY, CA 94703","50000","55191300700","","","Add french doors & deck at rear, move washer/dryer to 1st floor from basement.  Remove stairs to cellar, replace window with door for access to cellar."
"B2020-02264","Building Permit","Issued","7/24/2020","Residential | Alteration | 1","910 BANCROFT Way,
BERKELEY, CA 94710","0","56193800300","","","Install 100 AMP Temporary Power Pole (Building Permit
B2019-04260)."
"B2020-02267","Building Permit","Issued","7/23/2020","Residential | Alteration | 0","2016 BLAKE St, BERKELEY, CA 94704","20000","55182102000","","","1.Remove existing BUR roofing and dispose of properly.
2.Install 1/4"" non-prime dens deck and secure using plates and screws (fire rated board)
3. Install 60MILL GAF TPO roof system and secure
using plates and screw (color to be white"
"B2020-02272","Building Permit","Issued","7/28/2020","Residential | Alteration | 0","1518 M L KING JR Way, BERKELEY, CA 94709","0","59227100900","HDR REMODELING","2952 SACRAMENTO ST, BERKELEY, CA, CA94702","Upgrade main service panel to 200 AMPs. See
Engineering permit #P2020-00755 for concrete replacement."
"B2020-02276","Building Permit","Issued","7/29/2020","Residential | Alteration | 0","2641 WEBSTER St 1,
BERKELEY, CA 94705","6700","52157310800","BAY AREA WINDOW
PROS","PO BOX 33, BURLINGAME, CA, CA94011","Replace eight (8) windows, the same openings size and
window style."
"B2020-02277","Building Permit","Issued","7/27/2020","Residential | Alteration | 0","462 SPRUCE St, BERKELEY, CA 94708","0","62294600600","SUNPOWER BY HOOKED ON SOLAR INC","2571 WARREN DR, ROCKLIN, CA, CA95677-
2167","4.690kW PV (14) Panels, 5kW ESS (1) Powerwalls, 200A Subpanel,125A
Subpanel, AC Disconnect, Backup Gateway, NEMA 14-
50 Outlet.  Fire zone 2"
"B2020-02280","Building Permit","Finaled","7/27/2020","Residential | Alteration | 0","2550 COLLEGE Ave 2,
BERKELEY, CA 94704","2600.00","55184601700","MANOR WINDOW LLC","14624 WICKS BLVD, SAN LEANDRO, CA,
CA94577","Remove & replace six (6) windows, same sizes &
locations."
"B2020-02281","Building Permit","Finaled","7/27/2020","Residential | Alteration | 0","2550 COLLEGE Ave 3,
BERKELEY, CA 94704","2600.00","55184601700","MANOR WINDOW LLC","14624 WICKS BLVD, SAN LEANDRO, CA,
CA94577","Remove & replace six (6) windows, same sizes &
locations."
"B2020-02282","Building Permit","Finaled","7/27/2020","Residential | Alteration | 0","2550 COLLEGE Ave 4,
BERKELEY, CA 94704","2600.00","55184601700","MANOR WINDOW LLC","14624 WICKS BLVD, SAN LEANDRO, CA,
CA94577","Remove & replace six (6) windows, same sizes &
locations."
"B2020-02283","Building Permit","Finaled","7/27/2020","Residential | Alteration | 0","2550 COLLEGE Ave 5,
BERKELEY, CA 94704","2600.00","55184601700","MANOR WINDOW LLC","14624 WICKS BLVD, SAN LEANDRO, CA,
CA94577","Remove & replace six (6) windows, same sizes &
locations."
"B2020-02284","Building Permit","Finaled","7/27/2020","Residential | Alteration | 0","2550 COLLEGE Ave 6,
BERKELEY, CA 94704","2600.00","55184601700","MANOR WINDOW LLC","14624 WICKS BLVD, SAN LEANDRO, CA,
CA94577","Remove & replace six (6) windows, same sizes &
locations."
"B2020-02287","Building Permit","Issued","7/29/2020","Residential | Alteration | 0","1444 FIFTH St C, BERKELEY,
CA 94710","0","59232500605","A 1 SUN INC","2015 YOLO AVE, BERKELEY, CA, CA94707-
2615","Install 2.1 KW PV solar panels (6 modules) on the roof."
"B2020-02288","Building Permit","Issued","7/29/2020","Residential | Alteration | 0","1444 FIFTH St B, BERKELEY,
CA 94710","0","59232500605","A 1 SUN INC","2015 YOLO AVE, BERKELEY, CA, CA94707-
2615","Install 2.1 KW PV solar panels (6 modules) on the roof."
"B2020-02296","Building Permit","Issued","7/30/2020","Residential | Alteration | 0","1106 GRIZZLY PEAK Blvd,
BERKELEY, CA 94708","0","63297901800","TESLA ENERGY
OPERATIONS","901 PAGE AVE, FREMONT, CA, CA94538-
7341","Purlin upgrade for new PV system B2020-02278"
"B2020-02299","Building Permit","Finaled","7/24/2020","Residential | Alteration | 0","431 BOYNTON Ave,
BERKELEY, CA 94707","0","62294204500","FIGHTING AMISH
ELECTRIC","2339 HOWE STREET, BERKELEY, CA,
CA94705","Repair electric gooseneck due to falling tree limb
damaging the gooseneck"
"B2020-02302","Building Permit","Issued","7/29/2020","Residential | Alteration | 0","1410 ALCATRAZ Ave,
BERKELEY, CA 94702","6000","52143901100","","","Tear off old roofs, repair roof framing at front, install new composotion
shingle roofing."
"B2020-02303","Building Permit","Issued","7/29/2020","Residential | Alteration | 0","1134 BANCROFT Way,
BERKELEY, CA 94702","0","56192602900","A 1 SUN INC","2015 YOLO AVE, BERKELEY, CA, CA94707-
2615","Install 6.0 KW PV solar panels (16 modules) on the
roof."
"B2020-02305","Building Permit","Issued","7/24/2020","Residential | Alteration | 0","2515 FULTON St B,
BERKELEY, CA 94704","0","55183001500","BOSS MECHANICAL","6255 ARLINGTON BLVD, RICHMOND, CA,
CA94805","Need inspection of an existing wall heater"
"B2020-02331","Building Permit","Issued","7/29/2020","Residential | Alteration | 0","1033 ALLSTON Way,
BERKELEY, CA 94710","8362.00","56197701500","FLOAT GLASS & MIRROR
LLC","5327 JACUZZI ST STE 5E, RICHMOND, CA,
CA94804-5833","Remove & replace two (2) living room windows & one
(1) exterior entry door, same sizes & locations."
"B2020-02338","Building Permit","Finaled","7/28/2020","Residential | Alteration | 0","2727 STUART St, BERKELEY,
CA 94705","0","53169900900","AMERICAN AIR
CONDITIONING CO","2799 MILLER ST, SAN LEANDRO, CA,
CA94577","Run new low pressure gas line to new PG&E meter
location for safety reasons."
"B2020-02339","Building Permit","Finaled","7/28/2020","Residential | Alteration | 0","1740 MADERA St, BERKELEY,
CA 94707","0","61261700200","AMERICAN AIR
CONDITIONING CO","2799 MILLER ST, SAN LEANDRO, CA,
CA94577","Run new low pressure gas line to new PG&E meter
location for safety reasons."
"B2020-02350","Building Permit","Finaled","7/29/2020","Residential | Alteration | 0","228 TUNNEL Rd, BERKELEY,
CA 94705","0","64426500300","KRUSE L J CO","920 Pardee St, BERKELEY, CA, CA94702","Water service replacement from meter to basement."
