Permit.Number,Permit.Type,Status,Date.Issued,Sub.Type,Property.Address,Valuation,APN,Contractor.s.Name,Contractor.s.Address,Work.Description
B2018-04995,Building Permit,Issued,11/20/2019,Commercial | Alteration | 4,"41 SAN DIEGO Rd, BERKELEY, CA 94707",372000,61257900100,GHILOTTI CONSTRUCTION COMPANY,"246 GHILLOTTI AVE, SANTA ROSA, CA, CA95407-8152","Demo paving & planting areas at John Hinkel Park. Install new path, picnic area with tables & benches. New drinking fountain, concrete & rock walls, new stairs & handrails. Must Comply with Fire Zone 2 Requirements. This is a City of Berkeley project. The City of Berkeley PW Department is to conduct the inspections. An approved inspection request is
required."
B2018-05061,Building Permit,Issued,11/4/2019,Residential | Alteration | 1,"1019 OVERLOOK Rd,
BERKELEY, CA 94708",56000,63314008000,,,"Bedroom Addition within existing basement, bathroom remodel, window replacement, electrical replacement, and exterior deck repair and stair repair. Must Comply
with Fire Zone 2 requirements."
B2019-00801,Building Permit,Issued,11/5/2019,Residential | Alteration | 1,"1710 CHESTNUT St,
BERKELEY, CA 94702",25000,58213300900,,,Conversion of existing garage into ADU.
B2019-00820,Building Permit,Issued,11/12/2019,Residential | Addition | 4,"1312 BANCROFT Way,
BERKELEY, CA 94702",65000,56192200201,"PRO.COM HOME SERVICES CALIFORNIA
INC","2033 6TH AVE STE 236, SEATTLE, WA, WA98121-2526","Addition of bathroom 117 sq ft to house.
** Contractor added E,M,Ps on 12-4-2019.**"
B2019-01413,Building Permit,Issued,11/7/2019,Commercial | Alteration | 1,"2546 SAN PABLO Ave, BERKELEY, CA 94702",85000,54178000801,ASI-ANTHONY & SONS GENERAL CONTRACTORS INC,"4061 SEAPORT BLVD, W SACRAMENTO, CA, CA95691-3416","Commercial T.I. security project: New full height walls, new doors, and new bullet resistant bandit barrier glazing at teller line, and millwork modification, Project scope will not alter building envelope, structure or
occupant load."
B2019-01884,Building Permit,Issued,11/14/2019,Commercial | Alteration | 4,"1812 UNIVERSITY Ave B, BERKELEY, CA 94703",104858.32,57201602101,,,"Interior renovation of existing retail space and interior partition for storage space with mezzanines in each room; add 1 accessible bathroom and 1 exterior door
at the back."
B2019-01949,Building Permit,Issued,11/27/2019,Residential | Alteration | 4,"1615 PARKER St, BERKELEY, CA 94703",12000,54180501600,JH MEJIA CONSTRUCTION AND REMODEL,"3848B INTERNATIONAL BLVD, OAKLAND, CA, CA94601-4010","Per H2018-00079 items #1,2 $ 3: Install new footing and column to support building. Replace rotten beam and correct riser height on exterior staircase.
Application to replace B2019-03485-REV01 opened in
error."
B2019-01961,Building Permit,Issued,11/13/2019,Residential | New | 4,"2129 NINTH St, BERKELEY,
CA 94710",350000,56197402300,"ALLI CONSTRUCTION
INC","PO BOX 661827, SACRAMENTO, CA,
CA95866-1827",Construct 1771 SF single family home. (front unit)
B2019-01963,Building Permit,Issued,11/13/2019,Residential | New | 4,"2129 NINTH St, BERKELEY,
CA 94710",300000,56197402300,"ALLI CONSTRUCTION
INC","PO BOX 661827, SACRAMENTO, CA,
CA95866-1827",Construct new 1504 SF single family home. (rear unit).
B2019-02088,Building Permit,Issued,11/22/2019,Residential | Alteration | 4,"1147 GRIZZLY PEAK Blvd, BERKELEY, CA 94708",80000,63315006800,,,"Remodel first story of a single family residence. Provide new kitchen. Remove partitions to create a great room. Provide new windows and doors in existing and new openings. Must Comply with Fire Zone 2 Requirements.
** Owner added Plumbing and additional
Mechanical.**"
B2019-02172,Building Permit,Issued,11/5/2019,Residential | Addition/Alteration | 1,"1056 KEITH Ave, BERKELEY, CA 94708",73705.93,61255503400,,,"Submittal to legalize a 341.7 sf, single story, lower level addition constructed by the prior owners without a building permit plus new structural shear wall modification & misc. code compliance upgrades. Must Comply with Fire Zone 2 Requirements."
B2019-02239,Building Permit,Issued,11/14/2019,Commercial | Alteration | 1,"1249 EIGHTH St, BERKELEY, CA 94710",0,60235600804,AGNITSCH ELECTRIC,"1041 SAN PABLO AVE, ALBANY, CA, CA94706-2225","Install one (1) new floor mounted transformer, a forty- two (42) circuit subpanel & seventeen (17) branch
circuits."
B2019-02700,Building Permit,Issued,11/26/2019,Residential | Alteration | 4,"2633 ETNA St, BERKELEY, CA 94704",94522,55184902200,20/20 BUILDERS,"3141 ROBINSON DRIVE, OAKLAND, CA, CA94602","Build 760 SF Accessory Dwelling Unit in rear. Deferred submittal of solar panels. (See Permit #B2019-02701
for Demolition.)"
B2019-02790,Building Permit,Issued,11/20/2019,Commercial | Alteration | 1,"2301 TELEGRAPH Ave,
BERKELEY, CA 94704",19000,55187701300,SIGNTECH ELECTRICAL ADVERTISIN,,"Install (2) illuminated projecting signs, (2) non- illuminated wall signs, (1) illuminated wall sign on building interior, and (3) illuminated ATM signs on
building inter for Chase"
B2019-02858,Building Permit,Issued,11/19/2019,Residential | New | 4,"1991 MARIN Ave, BERKELEY,
CA 94707",200000,61257400200,,,"New 750 Sq ft detached ADU. Must Comply with Fire
Zone 2 Requirements."
B2019-02869,Building Permit,Issued,11/21/2019,Residential | Alteration | 1,"1685 SOLANO Ave,
BERKELEY, CA 94707",50000,62287101601,RELIANCE BUILDING AND MAINTENANCE LLC,"1027 N EMERALD AVE, MODESTO, CA, CA95351-1591","Structural repairs/replacement of existing decks. Replace existing steel guardrails with new 42"" height steel guardrail on decks. No change in footprint."
B2019-03139,Building Permit,Issued,11/21/2019,Residential | Alteration | 4,"2335 MCKINLEY Ave,
BERKELEY, CA 94703",51000,55190101700,,,"Add 380 SqFt to rear (remove 170 SqFt & add 550 SqFt). This area is to include a laundry, bath, guest room & family room. Remodel kitchen & replace one
(1) bedroom window with a new bay window. Rebuild chimney, install gas fireplace insert, gas boiler in attic & radiant floor heating.
**Owner Added E,M,Ps**"
B2019-03144,Building Permit,Issued,11/5/2019,Residential | Alteration | 4,"2754 SHASTA Rd,
BERKELEY, CA 94708",45000,60246907601,STICKS AND STONES INC,"8 PANORAMIC PL, BERKELEY, CA, CA94704-1824",Build an accessory elevator from street to level to garden level to access front door of residence -Height 10 ft. Must Comply with Fire Zone 2 Requirements.
B2019-03228,Building Permit,Issued,11/13/2019,Commercial | Alteration | 1,"1031 PARDEE St, BERKELEY, CA 94710",50000,54174401000,,,"Commercial T.I.; adding new bathrooms, kitchenette, separation of space, upgrade heating and electrical."
B2019-03253,Building Permit,Issued,11/12/2019,Residential | Alteration | 1,"1167 OXFORD St,
BERKELEY, CA 94707",83000,61255703000,,,"Remodel kitchen, add lav, replace some windows and doors. Seismic retrofit to middle & rear (front &
underneath was done previously) Fire zone 2"
B2019-03255,Building Permit,Issued,11/4/2019,Residential | Alteration | 1,"1154 KEELER Ave,
BERKELEY, CA 94708",15000,63298502200,GARDEN ARCHITECTURE,"3014 1/2 BENVENUE, BERKELEY, CA, CA94705",Remove and replace existing retaining walls in front yard. Must Comply with Fire Zone 2 Requirements.
B2019-03422,Building Permit,Issued,11/13/2019,Residential | Alteration | 4,"2220 CALIFORNIA St,
BERKELEY, CA 94703",96000,56200100900,"ROYAL POOLS OF
SANTA CLARA INC","2258 CAMDEN AVE, SAN JOSE, CA,
CA95124-2028",New In ground swimming pool with auto cover.
B2019-03452,Building Permit,Issued,11/21/2019,Residential | Alteration | 1,"2711 MABEL St, BERKELEY, CA 94702",92450,54173902000,DON WATERS CONSTRUCTION,"955 STANNAGE AVE, BERKELEY, CA, CA94706","Upgrade foundation & enclose front entry porch (unconditioned space). Build new deck & stairs. Relocate washer/dryer from garage to existing bathroom & add one new bathroom. Install automatic
gas shut off valve."
B2019-03496,Building Permit,Issued,11/21/2019,Residential | Alteration | 0,"1447 STANNAGE Ave,
BERKELEY, CA 94702",2200,60239302600,W.A. ROSE CONSTRUCTION INC.,"482 25th ST, OAKLAND, CA, CA94612","Window replacement in upstairs master bedroom to meet egress requirements, same size and location,
and stucco repair."
B2019-03512,Building Permit,Issued,11/21/2019,Residential | Alteration | 4,"1444 NEILSON St,
BERKELEY, CA 94702",185000,60239102900,MARIO SANTILLI CONSTRUCTION,"1940 UNION ST STE 2, OAKLAND, CA, CA94607","Residential remodel: Remodel (E) 2 story home and
addition of 700 SF to rear. remodel (E) kitchen and baths, electrical, mechanical and plumbing."
B2019-03547,Building Permit,Issued,11/14/2019,Commercial | Alteration | 1,"1716 SAN PABLO Ave, BERKELEY, CA 94702",5600,58212700700,,,"New ceiling over portion of existing M occupancy;
install ceiling membrane portion of 2-hour floor/ceiling assembly."
B2019-03605,Building Permit,Issued,11/19/2019,Residential | Alteration | 4,"1708 LA LOMA Ave, BERKELEY, CA 94706",15000,58220600100,PRATT BROTHERS CONSTRUCTION IN,"PO BOX 201, CANYON, CA, CA94516","Minor structural changes to the existing garage and to replace existing garage doors. Must Comply with Fire
Zone 2 Requirements."
B2019-03645,Building Permit,Issued,11/12/2019,Residential | Alteration | 4,"130 FAIRLAWN Dr,
BERKELEY, CA 94708",204790,60248501500,ENGINEERED SOIL REPAIRS INC,"1267 SPRINGBROOK RD, WALNUT CREEK, CA, CA945963916","Stabilize slide area by installing two terraced reinforced concrete retaining walls, 30 ft long by up to 6ft tall.
Install a sub-drain behind the walls. Must Comply with
Fire Zone 2 Requirements."
B2019-03657,Building Permit,Issued,11/5/2019,Residential | Alteration | 1,"1640 JOSEPHINE St,
BERKELEY, CA 94703",12000,58216501600,,,"Repair and replace upper story deck for 1642 Josephine and replace windows on south side of property. Replace window and door on south side of
property for 1640 Josephine."
B2019-03674,Building Permit,Issued,11/20/2019,Commercial | Alteration | 1,"1550 SHATTUCK Ave,
BERKELEY, CA 94709",5061,59226301001,ARROW SIGN COMPANY,"1051 46TH AVE, OAKLAND, CA, CA94601-
4436","Remove two (E) signs and install two (2) sets of
internally illuminated channel letters."
B2019-03676,Building Permit,Issued,11/20/2019,Commercial | Alteration | 1,"1850 SOLANO Ave,
BERKELEY, CA 94710",5233,61261102801,ARROW SIGN COMPANY,"1051 46TH AVE, OAKLAND, CA, CA94601-
4436","Remove existing two (2) signs. Install two (2) sets of
internally illuminated channel letters."
B2019-03688,Building Permit,Issued,11/22/2019,Residential | Alteration | 1,"1671 ARCH St 8, BERKELEY,
CA 94709",15000,58218702000,,,Replace support beams under deck
B2019-03736,Building Permit,Finaled,11/7/2019,Commercial | Alteration | 1,"1911 FOURTH St 104,
BERKELEY, CA 94710",0,57210000810,HAYDEN ELECTRIC,"18488 PROSPECT RD STE 14,
SARATOGA, CA, CA95070-3653",Re-work (E) electrical lighting and power for future T.I.
B2019-03758,Building Permit,Issued,11/7/2019,Residential | Alteration | 0,"85 MENLO Pl, BERKELEY, CA
94707",50700,62290701000,DUVAL CONSTRUCTION INC,"8642 TERRACE DR, EL CERRITO, CA, CA94530","Engineered Foundation Repair & Seismic Upgrade: Remove & replace the foundation per plan. Provide and install all anchor bolts, hold downs, blocking, and shear walls under the main floor in the crawlspace to complete seismic upgrade. Must Comply with Fire
Zone Requirements."
B2019-03797,Building Permit,Finaled,11/13/2019,Residential | Alteration | 0,"157 VICENTE Rd, BERKELEY, CA 94705",0,64422901800,DIABLO SOLAR SERVICES,"5021 BLUM RD STE 2, MARTINEZ, CA, CA94553-8603","Install 6.37KW PV solar panels (19 modules), one (1) Energy Storage System & one (1) battery backup. Fire
Zone 2 Property."
B2019-03818,Building Permit,Issued,11/12/2019,Residential | Alteration | 1,"1300 DELAWARE St 40,
BERKELEY, CA 94702",42000,57207900101,,,"Unit 40 only: Remodel habitable laundry to become dining room and office, add bathroom and attach to unit. Remove rear window at new office. Add wall
heater to dining room."
B2019-01127,Building Permit,Issued,11/21/2019,Commercial | Alteration | 4,"1875 SOLANO Ave,
BERKELEY, CA 94707",450000,61260204001,"TOUCHSTONE
CONSTRUCTION","32 HEATHER WAY, LARKSPUR, CA,
CA94939-1547","Renovation of (e) theater into indoor climbing gym.
Must Comply with Fire Zone 2 Requirements."
B2019-00926,Building Permit,Issued,11/4/2019,Commercial | Alteration | 4,"795 POTTER St, BERKELEY, CA 94710",35000,53164400900,TOUCHSTONE CONSTRUCTION,"32 HEATHER WAY, LARKSPUR, CA, CA94939-1547","Tenant improvement to split existing ""F1"" tenant space into a Warehouse ""S2"" and ""A3"". Touchstone
climbing Inc Gym and fitness"
B2019-00753,Building Permit,Issued,11/13/2019,Commercial | Alteration | 1,"2345 CHANNING Way,
BERKELEY, CA 94704",7000,55188400100,BERKELEY SIGNS,"PO BOX 3904, BERKELEY, CA, CA94703",Halo-lit channel letter for a main church sign
B2018-03067,Building Permit,Issued,11/6/2019,Residential | Alteration | 1,"1643 EDITH St, BERKELEY, CA 94703",1500,58216201500,,,"Per Housing Report #H2017-00254, Dated Jun 20, 2018. Item #25, Remove & replace two (2) kitchen
windows, same sizes & locations."
B2018-00764,Building Permit,Issued,11/12/2019,Commercial | Alteration | 1,"2828 COLLEGE Ave,
BERKELEY, CA 94705",75000,53169501000,BLACKSTONE CONSTRUCTION SERVICES INC,"385 HARTZ AVE, DANVILLE, CA, CA94526-
3307","Replace windows to original.
**Revision for engineered replacement of rotted sheathing & framing. Increase valuation from $35,000 to $75,000."
B2019-03851,Building Permit,Issued,11/15/2019,Residential | Alteration | 1,"1188 SPRUCE St, BERKELEY, CA 94707",35000,61255702300,,,"Renovation of existing kitchen, including electrical, plumbing, and structural. Must Comply with Fire Zone
2 Requirements."
B2019-03854,Building Permit,Issued,11/7/2019,Commercial | Sign | 1,"2451 SHATTUCK Ave,
BERKELEY, CA 94704",15400,55189001302,,,"To install a new single faced sign on building and replace a vinyl lettered single face on to existing sign can.
** Owner Yoshika Hedberg added Elect. to permit.**"
B2019-03906,Building Permit,Issued,11/13/2019,Commercial | Alteration | 3,"2600 TENTH St 700,
BERKELEY, CA 94710",350000,54176401205,WCI-GC,"101 YGNACIO VALLEY RD STE 105, WALNUT CREEK, CA, CA94596-4006","TI (interior) on 7th floor of existing 7-story bldg; the scope of work incl. architectural and M/E/P work to
support the new layout."
B2019-03920,Building Permit,Finaled,11/5/2019,Residential | Alteration | 0,"600 SAN MIGUEL Ave,
BERKELEY, CA 94707",0,62289003300,FREEDOM FOREVER,"43445 BUSINESS PARK DR, TEMECULA,
CA, CA92590-3669","Install 5.75 KW PV solar panels (22 modules) on the
roof. Fire Zone 2 Property."
B2019-03950,Building Permit,Issued,11/12/2019,Commercial | Alteration | 1,"1909 ESSEX St, BERKELEY, CA 94703",3000,53159500903,,,"Interior improvements/renovation on first floor for NOV case #13-0066 and abatement, to final permit #B2013-
03875."
B2019-03952,Building Permit,Issued,11/7/2019,Residential | Alteration | 1,"1015 EUCLID Ave 1,
BERKELEY, CA 94708",90000,63297503600,,,"Remodel of Apartments 1 and 5, including bathrooms, kitchen, plumbing, electrical, insulation, drywall and new tankless water heaters in each unit. Fire zone 2. Valuation increased by $35,000, new valuation is
$90,000 per response letter dated 9/26/19."
B2019-03962,Building Permit,Issued,11/19/2019,Residential | Alteration | 1,"1465 GRIZZLY PEAK Blvd, BERKELEY, CA 94708",4500,60249304200,,,"Change existing laundry into a bathroom, infill exterior door & add a new window. Relocate the existing laundry to the garage. Fire Zone 2 Property."
B2019-03993,Building Permit,Finaled,11/5/2019,Commercial | Alteration | 4,"1025 ASHBY Ave, BERKELEY,
CA 94702",40000,53165200105,"REEVE-KNIGHT
CONSTR. INC.","128 ASCOT DRIVE, ROSEVILLE, CA,
CA95661",Storage racking fixture anchorage for TI
B2019-04036,Building Permit,Issued,11/14/2019,Residential | Alteration | 1,"2877 SHASTA Rd,
BERKELEY, CA 94708",30000,63298402900,"RICK HOFFMAN
SERVICES","2342 SHATTUCK AVE STE 893,
BERKELEY, CA, CA94704-1517","'Seismic retrofit in accordance with Chapter A3 per
engineered plan. "" TRANSFER TAX REBATE."""
B2019-04157,Building Permit,Issued,11/1/2019,Commercial | Alteration | 1,"950 GILMAN St 110,
BERKELEY, CA 94710",27000,60235100106,,,"Notice of Violation: Adding new subpanel, install 1
walk in refrigerator and 1 walk in freezer - for J & R Enterprise LLC"
B2019-04214,Building Permit,Issued,11/15/2019,Residential | Alteration | 1,"2247 SUMMER St,
BERKELEY, CA 94709",7000,60246300900,,,"Add (12) new footings to (E) foundation, new girders, put 5/8' plywood on (E) walls under house, for seismic transfer tax reduction. See separate permit for work on
garage (19-04215) Fire zone 2"
B2019-04247,Building Permit,Issued,11/13/2019,Residential | Alteration | 0,"605 VISTAMONT Ave,
BERKELEY, CA 94708",0,63310010200,SKYTECH SOLAR,"185 ARKANSAS ST STE C, SAN
FRANCISCO, CA, CA94107-2436","Install 6.48 KW PV solar panels (18 modules) on the
roof. Fire Zone 2 Property."
B2019-04262,Building Permit,Finaled,11/18/2019,Residential | Alteration | 0,"1400 OXFORD St,
BERKELEY, CA 94709",17000,59225800400,"PEREZ & PEREZ
CONSTRUCTION","1815 69TH AVE, OAKLAND, CA, CA94621-
3429","Seismic repairs, bolting and shear walls; Qualifies for
Transfer Tax Rebate Program."
B2019-04334,Building Permit,Issued,11/25/2019,Residential | Alteration | 1,"1023 MIDDLEFIELD Rd,
BERKELEY, CA 94708",0,63314006000,DMR ELECTRIC INC,"PO BOX 23941, PLEASANT HILL, CA,
CA94523","Home back-up Generator. Must Comply with Fire
Zone 2 Requirements."
B2019-04352,Building Permit,Finaled,11/1/2019,Residential | Alteration | 0,"1110 THE ALAMEDA,
BERKELEY, CA 94707",14603,61260500500,GOLDEN STATE SEISMIC & STRUCTURAL INC,"426 BOULDER DR, ANTIOCH, CA, CA94509-6906",Engineered seismic retrofit * Per chapter A-3 * for transfer tax rebate*
B2019-04356,Building Permit,Issued,11/1/2019,Residential | Alteration | 0,"1224 MASONIC Ave,
BERKELEY, CA 94706",6000,60240903800,KEENE BUILDERS INC,"2215 5TH ST, BERKELEY, CA, CA94710-
2216","Remove & replace ten (10) windows, same size &
location."
B2019-04368,Building Permit,Finaled,11/4/2019,Residential | Alteration | 0,"982 MILLER Ave, BERKELEY,
CA 94708",0,63297700500,"TESLA ENERGY
OPERATIONS","6800 DUMBARTON CIR, FREMONT, CA,
CA94555-3646","Install one (1) 13.5 KW Energy Storage System. Fire
Zone 2 Property."
B2019-04409,Building Permit,Issued,11/21/2019,Residential | Alteration | 0,"1113 EUCLID Ave,
BERKELEY, CA 94708",0,63298801905,SIMPLY SOLAR INC,"1740 CORPORATE CIR, PETALUMA, CA, CA94954","Install 3.41 KW PV solar panels (11 modules), with
new 125 AMP subpanel & Load Side Tap. Fire Zone 2 Property. Subject to Field Inspection."
B2019-04425,Building Permit,Issued,11/25/2019,Residential | Alteration | 1,"2259 DERBY St, BERKELEY,
CA 94705",80000,55182703000,"RATCLIFF
CONSTRUCTION","2130 DERBY ST, BERKELEY, CA,
CA947051053","Remodel kitchen & bath, add (N) deck appx 70sf."
B2019-04434,Building Permit,Issued,11/5/2019,Residential | Alteration | 0,"2731 REGENT St, BERKELEY, CA 94705",10000,54171102000,"SUNPOWER
CORPORATION SYSTEMS","120 S CENTRAL AVE STE 350, CLAYTON, MO, MO63105",Install 4.0 KW PV solar panels (10 modules) on the roof with sistered rafters.
B2019-04436,Building Permit,Issued,11/5/2019,Residential | Alteration | 0,"1817 CARLETON St B, BERKELEY, CA 94703",0,54181203600,"SUNPOWER CORPORATION
SYSTEMS","120 S CENTRAL AVE STE 350, CLAYTON, MO, MO63105",Install 2.80 KW PV solar panels (7 modules) on the roof with load side tap. Subject to Field Inspection.
B2019-04438,Building Permit,Issued,11/7/2019,Commercial | Alteration | 1,"2140 SHATTUCK Ave 1006,
BERKELEY, CA 94704",96645,57202300400,J.D.A. CONSTRUCTION INC,"25125 SANTA CLARA ST # 335, HAYWARD, CA, CA94544-2165","INTERIOR DEMOLITION OF FLOOR 10 AND CEILING DEMOLITION AT FLOOR 12.
SUITE SHALL REMAIN UNOCCUPIED UNTIL TENANT IMPROVEMENT IS FILED. Remove
Plumbing and Electrical."
B2019-04442,Building Permit,Finaled,11/4/2019,Residential | Alteration | 0,"2300 ASHBY Ave, BERKELEY,
CA 94705",8422,52157702800,"A-TAYLOR MADE
WINDOW","5327 JACUZZI ST STE 5E, PT RICHMOND,
CA, CA94804","Remove & replace nine (9) windows, same sizes &
locations."
B2019-04448,Building Permit,Finaled,11/12/2019,Residential | Alteration | 0,"2413 PRINCE St, BERKELEY,
CA 94705",6500,52157500800,"THE WINDOW
SPECIALIST","14733 CATALINA ST, SAN LEANDRO, CA,
CA94577-6609","Remove & replace fourteen (14) windows, same sizes
& locations."
B2019-04461,Building Permit,Finaled,11/22/2019,Residential | Alteration | 1,"2528 HAWTHORNE Ter,
BERKELEY, CA 94708",4000,58224700300,MUNDIAL,"300 POMONA AVE, EL CERRITO, CA,
CA94530-3738",Repair two decks on upper floor. Fire Zone 2.
B2019-04471,Building Permit,Issued,11/22/2019,Commercial | Alteration | 1,"3032 CLAREMONT Ave,
BERKELEY, CA 94705",23000,52156300100,RAUL R CONSTRUCTION,"5535 WISCONSIN CT, CONCORD, CA, CA94521-4610","Exterior scope: No changes to footprint or roof. Remove Prince Street door, patch opening to match
(E) adjacent wall.
Interior scope: Accessible bathroom upgrade, accessible entrance upgrade"
B2019-04472,Building Permit,Finaled,11/6/2019,Residential | Alteration | 0,"1725 OREGON St,
BERKELEY, CA 94703",0,53167501200,"DIABLO SOLAR
SERVICES","5021 BLUM RD STE 2, MARTINEZ, CA,
CA94553-8603","Install 3.35 KW PV solar panels (10 modules) on the
roof."
B2019-04512,Building Permit,Issued,11/1/2019,Residential | Alteration | 1,"2955 PIEDMONT Ave,
BERKELEY, CA 94705",40000,52156604700,SHE CUSTOM BUILDING & RENOVATION,"4830 CONGRESS AVE, OAKLAND, CA, CA94601","Structural work only for converting an existing garage to an ADU: remove slab and perimeter foundation and install new perimeter foundation, slab and shear walls. Plan Check fees assessed on Permit Number B2019-
04476"
B2019-04516,Building Permit,Issued,11/4/2019,Residential | Alteration | 0,"2947 PIEDMONT Ave,
BERKELEY, CA 94705",0,52156604900,,,Install two (2) Energy Storage Systems (27 KW).
B2019-04563,Building Permit,Issued,11/12/2019,Residential | Alteration | 1,"766 SPRUCE St, BERKELEY, CA 94707",100500,61258201301,,,"Reconfigure kitchen@ 1st flr. Replace wood fireplace w/ gas insert. Relocate
window in Living Room & North Bedroom @ 1st flr. Reconfigure bathroom,
add laundry to closet & reduce chimney inmaster bedroom @ 2nd flr.
Upgrade furnace, hot water heater & electrical throughout. Must Comply with Fire Zone 2
Requirements."
B2019-04584,Building Permit,Finaled,11/5/2019,Residential | Alteration | 0,"1216 CARLETON St,
BERKELEY, CA 94702",0,54178702000,,,Install PV solar modules (1.8KW DC) on the roof.
B2019-04588,Building Permit,Finaled,11/22/2019,Residential | Alteration | 0,"3009 HILLEGASS Ave,
BERKELEY, CA 94705",13000,52156103500,"SUNPOWER CORPORATION
SYSTEMS","120 S CENTRAL AVE STE 350, CLAYTON, MO, MO63105",Install 4.68 KW PV solar panels (13 modules) on the roof.
B2019-04591,Building Permit,Finaled,11/7/2019,Residential | Alteration | 0,"671 WOODMONT Ave,
BERKELEY, CA 94708",11000,63311007700,DUVAL CONSTRUCTION INC,"8642 TERRACE DR, EL CERRITO, CA, CA94530","Engineered seismic retrofit in accordance with CBC Chapter A3 for the Earthquake Brace & Bolt Program. Qualifies for Transfer Tax Rebate. Fire Zone 2
Property."
B2019-04596,Building Permit,Issued,11/15/2019,Residential | Alteration | 0,"102 EL CAMINO REAL, BERKELEY, CA 94705",14880,64424402700,ALTAMIRA CONSTRUCTION CO,"2946 OCTAVIA ST, OAKLAND, CA, CA94619-1112","Seismic upgrade within subarea for Brace and Bolt
Program. Engineered design per CEBC Chapter A3. Fire zone 2"
B2019-04609,Building Permit,Issued,11/20/2019,Residential | Alteration | 1,"40 HALKIN Ln, BERKELEY,
CA 94708",7000,63295906300,"BACKYARD
CONSTRUCTION INC","120 1ST ST APT 8, PETALUMA, CA,
CA94952","Patio Cover. Must Comply with Fire Zone 2
Requirements."
B2019-04617,Building Permit,Finaled,11/6/2019,Residential | Alteration | 0,"1601 DWIGHT Way,
BERKELEY, CA 94703",9750,55191102001,,,"Standard Residential seismic strengthening using Per
CEBC Chapter A3 (Plan Set A) for brace and bolt program. Qualifies for transfer tax rebate"
B2019-04619,Building Permit,Issued,11/18/2019,Residential | Alteration | 1,"2565 BUENA VISTA Way, BERKELEY, CA 94708",30000,58224401200,AVILA GROUP CONSTRUCTION CO LLC,"5111 TELEGRAPH AVE # 314, OAKLAND, CA, CA94609-1925","Replace existing basement footings. Install new beams and structural hardware at main floor framing. Install new holdowns and shear wall diaphragms. New slab and basement remodel separate permit, see B2019- 03607. Must Comply with Fire Zone 2 Requirements."
B2019-04621,Building Permit,Finaled,11/6/2019,Residential | Alteration | 0,"855 COLUSA Ave,
BERKELEY, CA 94707",0,62288702100,"NEW MILLENNIUM
ELECTRIC","171 MAIN ST # 226, LOS ALTOS, CA,
CA94022-2912",200 AMP panel upgrade
B2019-04627,Building Permit,Finaled,11/4/2019,Residential | Alteration | 0,"116 PARKSIDE Dr,
BERKELEY, CA 94705",14000,64424400100,,,"Engineered seismic retrofit for transfer tax rebate.
Must Comply with Fire Zone 2 Requirements."
B2019-04632,Building Permit,Finaled,11/4/2019,Residential | Alteration | 0,"575 THE ALAMEDA,
BERKELEY, CA 94707",2631,62289602200,A-TAYLOR MADE WINDOW,"5327 JACUZZI ST STE 5E, PT RICHMOND, CA, CA94804","Remove & replace one (1) second floor bedroom window, same size & location. Fire Zone 2 Property."
B2019-04637,Building Permit,Finaled,11/4/2019,Residential | Alteration | 0,"934 ARLINGTON Ave,
BERKELEY, CA 94707",38175,61257701500,"A-TAYLOR MADE
WINDOW","5327 JACUZZI ST STE 5E, PT RICHMOND,
CA, CA94804","Remove & replace nineteen (19) windows, same sizes
& locations. Fire Zone 2 Property."
B2019-04646,Building Permit,Issued,11/7/2019,Residential | Alteration | 1,"685 COLUSA Ave,
BERKELEY, CA 94707",20000,62289100500,PARKIN INC,"236 WEST PORTAL AVE # 458, SAN FRANCISCO, CA, CA94127-1423","Create additional bath from closet in master bdrm. Replace (e) windows in master bath with (n) French door.
**Contractor- added E,M,P's** Valuation increased
from $10,000 to $20,000. per Val Dizister"
B2019-04649,Building Permit,Issued,11/13/2019,Residential | Alteration | 1,"1309 KAINS Ave, BERKELEY, CA 94702",5000,60240303100,,,"Remove & replace rear porch, stairs & landing. (Two permits, one set of plans. See permit #B2019-02904
Rev02 for front porch rebuild.)"
B2019-04660,Building Permit,Issued,11/27/2019,Commercial | Alteration | 1,"1811 UNIVERSITY Ave,
BERKELEY, CA 94703",10000,57206000600,MUELLER NICHOLLS INC,"2400 UNION ST, OAKLAND, CA, CA94607","In kind replacement of finishes and electrical fixtures,
with limited ceiling demo and replacement."
B2019-04693,Building Permit,Issued,11/1/2019,Residential | Alteration | 0,"7 ROSEMONT Ave,
BERKELEY, CA 94708",30000,63310005104,HIGH DEFINITION SOLAR,"1190 BURNETT AVE STE F, CONCORD, CA, CA94520-5612","30 square of re-roof HD shingles, installing 17 solar modules on comp roof. 5.18 KW 100 AMP sub panel."
B2019-04694,Building Permit,Issued,11/1/2019,Residential | Alteration | 0,"576 VISTAMONT Ave,
BERKELEY, CA 94708",0,63310009100,HIGH DEFINITION SOLAR,"1190 BURNETT AVE STE F, CONCORD, CA, CA94520-5612","Installing 20 solar modules 15 degree tilt on tile roof.
6.10 KW new 100 AMP sub panel. (Fire Zone 2)"
B2019-04696,Building Permit,Issued,11/13/2019,Residential | Alteration | 0,"2718 WALLACE St,
BERKELEY, CA 94702",15600,54174201000,FORD J DAVID,"2342 SHATTUCK AVE # 372, BERKELEY, CA, CA94704-1517","Engineered seismic retrofit in compliance with strengthening code chapter A 3 for brace and bolt program. All work to comply with City of Berkeley
Transfer tax rebate program."
